bot,comment,server_name,namespace,timestamp,title,type,user,wiki,log_type,minor,length_old,length_new
False,,en.wikipedia.org,118,1605469651,Draft:Maksymilian Tchoń,edit,2A01:115F:A04:3E00:C8BA:50C6:5694:697B,enwiki,unknown,False,13946,14092
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,15,1605469654,Category talk:United Arab Emirati people stubs,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
True,Alter: url. URLs might have been internationalized/anonymized. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | Suggested by Abductive | [[Category:1944 films]] | via #UCB_Category 36/808,en.wikipedia.org,0,1605469654,In Society,edit,Citation bot,enwiki,unknown,False,6763,6722
False,"remove quotes on ""Foxy's Hole""",en.wikipedia.org,0,1605469657,List of nursery rhymes,edit,W.andrea,enwiki,unknown,True,10354,10348
True,[[:Category:Emirati people stubs]] removed from category,en.wikipedia.org,14,1605469656,Category:Categories for speedy renaming,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Emirati people stubs]] removed from category,en.wikipedia.org,14,1605469656,Category:Categories for discussion from November 2020,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Emirati people stubs]] removed from category,en.wikipedia.org,14,1605469656,Category:All categories for discussion,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,Category moved,en.wikipedia.org,14,1605469656,Category:Emirati people stubs,edit,JJMC89 bot III,enwiki,unknown,True,621,268
True,Removed parameters. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | Suggested by Abductive | [[Category:1944 films]] | via #UCB_Category 39/808,en.wikipedia.org,0,1605469658,The Battle of China,edit,Citation bot,enwiki,unknown,False,11597,11577
True,Alter: title. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | Suggested by Abductive | [[Category:1944 films]] | via #UCB_Category 45/808,en.wikipedia.org,0,1605469661,Irish Eyes Are Smiling,edit,Citation bot,enwiki,unknown,False,3389,3387
False,v2.04 - Repaired 1 link to disambiguation page - [[WP:DPL|(You can help)]] - [[Helena Svensson]],en.wikipedia.org,0,1605469660,2011 Radisson Blu Oslo Cup,edit,Tassedethe,enwiki,unknown,True,16699,16714
True,"[[:The Battle of China]] removed from category, [[Special:WhatLinksHere/The Battle of China|this page is included within other pages]]",en.wikipedia.org,14,1605469658,Category:CS1 errors: empty unknown parameters,categorize,Citation bot,enwiki,unknown,unknown,-999,-999
False,removed [[Category:African-American basketball players]] using [[WP:HC|HotCat]] no claim of ethnicity,en.wikipedia.org,0,1605469662,Coby White,edit,Namiba,enwiki,unknown,False,16721,16672
False,"[[:Coby White]] removed from category, [[Special:WhatLinksHere/Coby White|this page is included within other pages]]",en.wikipedia.org,14,1605469662,Category:African-American basketball players,categorize,Namiba,enwiki,unknown,unknown,-999,-999
False,+hat,en.wikipedia.org,0,1605469664,Paul Farnsworth,edit,Tassedethe,enwiki,unknown,False,1689,1748
False,/* Political career */,en.wikipedia.org,2,1605469663,User:Narky Blert/sandbox 3,edit,Narky Blert,enwiki,unknown,False,33236,33237
False,,en.wikipedia.org,0,1605469668,The Long Goodbye (film),edit,Dimadick,enwiki,unknown,False,29874,29895
False,/* Awards and recognition */,en.wikipedia.org,0,1605469670,Inna Braverman,edit,Omerh88,enwiki,unknown,False,14562,15181
True,Moving [[:Category:United Arab Emirati people stubs]] to [[:Category:Emirati people stubs]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469670,Category:United Arab Emirati sportspeople stubs,edit,JJMC89 bot III,enwiki,unknown,True,748,736
True,[[:Category:United Arab Emirati sportspeople stubs]] added to category,en.wikipedia.org,14,1605469670,Category:Emirati people stubs,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:United Arab Emirati sportspeople stubs]] removed from category,en.wikipedia.org,14,1605469670,Category:United Arab Emirati people stubs,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469672,Category:United Arab Emirati sport stubs,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
True,Category moved,en.wikipedia.org,14,1605469674,Category:Emirati sport stubs,edit,JJMC89 bot III,enwiki,unknown,True,612,260
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,15,1605469672,Category talk:United Arab Emirati sport stubs,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
True,[[:Category:Emirati sport stubs]] removed from category,en.wikipedia.org,14,1605469674,Category:Categories for speedy renaming,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Emirati sport stubs]] removed from category,en.wikipedia.org,14,1605469674,Category:Categories for discussion from November 2020,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Emirati sport stubs]] removed from category,en.wikipedia.org,14,1605469674,Category:All categories for discussion,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,,en.wikipedia.org,3,1605469686,User talk:Asesauta,log,Smla Prakkar3,enwiki,abusefilter,unknown,-999,-999
False,Welcome to Wikipedia!,en.wikipedia.org,3,1605469685,User talk:Asesauta,new,Smla Prakkar3,enwiki,unknown,False,-999,1170
True,Moving [[:Category:United Arab Emirati sport stubs]] to [[:Category:Emirati sport stubs]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469685,Category:United Arab Emirati sportspeople stubs,edit,JJMC89 bot III,enwiki,unknown,True,736,724
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469687,Category:United Arab Emirati sportspeople stubs,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
False,,en.wikipedia.org,0,1605469688,Hindu Yuva Vahini,edit,2405:204:A79A:C204:0:0:28EF:38B1,enwiki,unknown,False,7819,7819
True,Category moved,en.wikipedia.org,14,1605469689,Category:Emirati sportspeople stubs,edit,JJMC89 bot III,enwiki,unknown,True,724,365
True,[[:Category:Emirati sportspeople stubs]] added to category,en.wikipedia.org,14,1605469685,Category:Emirati sport stubs,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,15,1605469688,Category talk:United Arab Emirati sportspeople stubs,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
True,[[:Category:Emirati sportspeople stubs]] removed from category,en.wikipedia.org,14,1605469685,Category:United Arab Emirati sport stubs,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Emirati sportspeople stubs]] removed from category,en.wikipedia.org,14,1605469689,Category:Categories for speedy renaming,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Emirati sportspeople stubs]] removed from category,en.wikipedia.org,14,1605469689,Category:Categories for discussion from November 2020,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Emirati sportspeople stubs]] removed from category,en.wikipedia.org,14,1605469689,Category:All categories for discussion,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,"grammar, punctuation, simpler constructions, a link, consistency in spacing",en.wikipedia.org,0,1605469690,Andrew A. Humphreys,edit,J S Ayer,enwiki,unknown,True,20315,20308
False,,en.wikipedia.org,3,1605469693,User talk:Tomboy98,log,Smla Prakkar3,enwiki,abusefilter,unknown,-999,-999
False,Welcome to Wikipedia!,en.wikipedia.org,3,1605469692,User talk:Tomboy98,new,Smla Prakkar3,enwiki,unknown,False,-999,1655
False,,en.wikipedia.org,0,1605469696,Fakhri Pasha,log,143.176.246.244,enwiki,abusefilter,unknown,-999,-999
False,/* Life after war */,en.wikipedia.org,0,1605469692,Fakhri Pasha,edit,143.176.246.244,enwiki,unknown,False,17565,17641
False,,en.wikipedia.org,3,1605469700,User talk:Mwinston222,log,Smla Prakkar3,enwiki,abusefilter,unknown,-999,-999
False,Welcome to Wikipedia!,en.wikipedia.org,3,1605469699,User talk:Mwinston222,new,Smla Prakkar3,enwiki,unknown,False,-999,4668
True,Removed parameters. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | Suggested by Abductive | [[Category:1944 films]] | via #UCB_Category 48/808,en.wikipedia.org,0,1605469698,The Purple Heart,edit,Citation bot,enwiki,unknown,False,13689,13666
False,/* External links */,en.wikipedia.org,0,1605469702,Jeremy (film),edit,Dimadick,enwiki,unknown,False,16889,16936
False,"[[:Jeremy (film)]] added to category, [[Special:WhatLinksHere/Jeremy (film)|this page is included within other pages]]",en.wikipedia.org,14,1605469702,Category:Films produced by Elliott Kastner,categorize,Dimadick,enwiki,unknown,unknown,-999,-999
True,Alter: pages. Formatted [[WP:ENDASH|dashes]]. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | Suggested by Abductive | [[Category:1944 films]] | via #UCB_Category 50/808,en.wikipedia.org,0,1605469700,The Plastics Inventor,edit,Citation bot,enwiki,unknown,False,2058,2060
True,Add: year. Removed parameters. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | Suggested by Abductive | [[Category:1944 films]] | via #UCB_Category 53/808,en.wikipedia.org,0,1605469703,The Weakly Reporter,edit,Citation bot,enwiki,unknown,False,5779,5783
True,Moving [[:Category:United Arab Emirati sportspeople stubs]] to [[:Category:Emirati sportspeople stubs]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469701,Category:United Arab Emirati cricket biography stubs,edit,JJMC89 bot III,enwiki,unknown,True,654,642
False,"Other reason: Racist editor, this sandbox denies the Holocaust",en.wikipedia.org,2,1605469705,User:RothbardMises/sandbox,log,Doug Weller,enwiki,delete,unknown,-999,-999
True,Moving [[:Category:United Arab Emirati sportspeople stubs]] to [[:Category:Emirati sportspeople stubs]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469703,Category:United Arab Emirati football biography stubs,edit,JJMC89 bot III,enwiki,unknown,True,813,801
True,Moving [[:Category:United Arab Emirati sportspeople stubs]] to [[:Category:Emirati sportspeople stubs]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469705,Category:Emirati football biography stubs,edit,JJMC89 bot III,enwiki,unknown,True,504,492
True,[[:Category:United Arab Emirati cricket biography stubs]] added to category,en.wikipedia.org,14,1605469701,Category:Emirati sportspeople stubs,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:United Arab Emirati cricket biography stubs]] removed from category,en.wikipedia.org,14,1605469701,Category:United Arab Emirati sportspeople stubs,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:United Arab Emirati football biography stubs]] added to category,en.wikipedia.org,14,1605469703,Category:Emirati sportspeople stubs,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:United Arab Emirati football biography stubs]] removed from category,en.wikipedia.org,14,1605469703,Category:United Arab Emirati sportspeople stubs,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Emirati football biography stubs]] added to category,en.wikipedia.org,14,1605469705,Category:Emirati sportspeople stubs,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Emirati football biography stubs]] removed from category,en.wikipedia.org,14,1605469705,Category:United Arab Emirati sportspeople stubs,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,Welcome to Wikipedia!,en.wikipedia.org,3,1605469708,User talk:Theinternetgriefer,new,Smla Prakkar3,enwiki,unknown,False,-999,3158
False,,en.wikipedia.org,0,1605469708,Hindu Yuva Vahini,edit,2405:204:A79A:C204:0:0:28EF:38B1,enwiki,unknown,False,7819,7816
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469707,Category:United Arab Emirati cricket biography stubs,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
True,Category moved,en.wikipedia.org,14,1605469709,Category:Emirati cricket biography stubs,edit,JJMC89 bot III,enwiki,unknown,True,642,278
True,[[:Category:Emirati cricket biography stubs]] removed from category,en.wikipedia.org,14,1605469709,Category:Categories for speedy renaming,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,15,1605469708,Category talk:United Arab Emirati cricket biography stubs,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
True,[[:Category:Emirati cricket biography stubs]] removed from category,en.wikipedia.org,14,1605469709,Category:Categories for discussion from November 2020,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Emirati cricket biography stubs]] removed from category,en.wikipedia.org,14,1605469709,Category:All categories for discussion,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,,en.wikipedia.org,0,1605469710,Laurence Olivier Award for Best Set Designer,edit,Tassedethe,enwiki,unknown,False,6896,6929
True,Alter: title. Add: magazine. Removed parameters. Some additions/deletions were actually parameter name changes. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | Suggested by Abductive | [[Category:1944 films]] | via #UCB_Category 70/808,en.wikipedia.org,0,1605469710,The Fighting Seabees,edit,Citation bot,enwiki,unknown,False,11768,11733
True,Category moved,en.wikipedia.org,14,1605469713,Category:Bryncrug,edit,JJMC89 bot III,enwiki,unknown,True,486,145
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469712,Category:Bryn-crug,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
True,[[:Category:Bryncrug]] removed from category,en.wikipedia.org,14,1605469713,Category:Categories for speedy renaming,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Bryncrug]] removed from category,en.wikipedia.org,14,1605469713,Category:Categories for discussion from November 2020,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Bryncrug]] removed from category,en.wikipedia.org,14,1605469713,Category:All categories for discussion,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,Welcome to Wikipedia!,en.wikipedia.org,3,1605469715,User talk:Heyimjimin,new,Smla Prakkar3,enwiki,unknown,False,-999,1619
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469715,Afon Fathew,edit,JJMC89 bot III,enwiki,unknown,True,4651,4650
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,15,1605469712,Category talk:Bryn-crug,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
True,"[[:Afon Fathew]] added to category, [[Special:WhatLinksHere/Afon Fathew|this page is included within other pages]]",en.wikipedia.org,14,1605469715,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,"[[:Afon Fathew]] removed from category, [[Special:WhatLinksHere/Afon Fathew|this page is included within other pages]]",en.wikipedia.org,14,1605469715,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,4 IPs & 3 users left. rm [[Special:Contributions/Pavvi7760|Pavvi7760]] (blocked 2 days by [[User:Nick Moyes|Nick Moyes]] [[User:HBC AIV helperbot/Legend|(ACB)]]).,en.wikipedia.org,4,1605469717,Wikipedia:Administrator intervention against vandalism,edit,HBC AIV helperbot5,enwiki,unknown,False,3627,3242
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469717,Bryncrug,edit,JJMC89 bot III,enwiki,unknown,True,3612,3611
True,Removed parameters. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | Suggested by Abductive | [[Category:1944 films]] | via #UCB_Category 89/808,en.wikipedia.org,0,1605469719,The Miracle of Morgan's Creek,edit,Citation bot,enwiki,unknown,False,18733,18709
True,"[[:Bryncrug]] added to category, [[Special:WhatLinksHere/Bryncrug|this page is included within other pages]]",en.wikipedia.org,14,1605469717,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469719,Brynglas railway station,edit,JJMC89 bot III,enwiki,unknown,True,11499,11498
True,"[[:Bryncrug]] removed from category, [[Special:WhatLinksHere/Bryncrug|this page is included within other pages]]",en.wikipedia.org,14,1605469717,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,"[[:Brynglas railway station]] added to category, [[Special:WhatLinksHere/Brynglas railway station|this page is included within other pages]]",en.wikipedia.org,14,1605469719,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,"[[:Brynglas railway station]] removed from category, [[Special:WhatLinksHere/Brynglas railway station|this page is included within other pages]]",en.wikipedia.org,14,1605469719,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,Welcome to Wikipedia!,en.wikipedia.org,3,1605469722,User talk:Yojann808,new,Smla Prakkar3,enwiki,unknown,False,-999,4664
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469721,Dolgoch Falls,edit,JJMC89 bot III,enwiki,unknown,True,1407,1406
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469726,Dolgoch railway station,edit,JJMC89 bot III,enwiki,unknown,True,8545,8544
True,"[[:Dolgoch Falls]] added to category, [[Special:WhatLinksHere/Dolgoch Falls|this page is included within other pages]]",en.wikipedia.org,14,1605469721,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469728,Mynydd Esgairweddan,edit,JJMC89 bot III,enwiki,unknown,True,2621,2620
True,"[[:Dolgoch Falls]] removed from category, [[Special:WhatLinksHere/Dolgoch Falls|this page is included within other pages]]",en.wikipedia.org,14,1605469721,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469724,"Dolgoch quarry, Gwynedd",edit,JJMC89 bot III,enwiki,unknown,True,12525,12524
True,"[[:Dolgoch railway station]] added to category, [[Special:WhatLinksHere/Dolgoch railway station|this page is included within other pages]]",en.wikipedia.org,14,1605469726,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,"[[:Mynydd Esgairweddan]] added to category, [[Special:WhatLinksHere/Mynydd Esgairweddan|this page is included within other pages]]",en.wikipedia.org,14,1605469728,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,"[[:Dolgoch railway station]] removed from category, [[Special:WhatLinksHere/Dolgoch railway station|this page is included within other pages]]",en.wikipedia.org,14,1605469726,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,/* Limited edition */ linked and italicized Mono Masters,en.wikipedia.org,0,1605469727,The Beatles in Mono,edit,Micpoc,enwiki,unknown,False,15531,15539
True,"[[:Mynydd Esgairweddan]] removed from category, [[Special:WhatLinksHere/Mynydd Esgairweddan|this page is included within other pages]]",en.wikipedia.org,14,1605469728,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,"[[:Dolgoch quarry, Gwynedd]] added to category, [[Special:WhatLinksHere/Dolgoch quarry, Gwynedd|this page is included within other pages]]",en.wikipedia.org,14,1605469724,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,"[[:Dolgoch quarry, Gwynedd]] removed from category, [[Special:WhatLinksHere/Dolgoch quarry, Gwynedd|this page is included within other pages]]",en.wikipedia.org,14,1605469724,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,Alter: title. Add: author pars. 1-1. Removed parameters. Some additions/deletions were actually parameter name changes. | You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]. | Suggested by Abductive | [[Category:1944 films]] | via #UCB_Category 91/808,en.wikipedia.org,0,1605469728,Haridas (1944 film),edit,Citation bot,enwiki,unknown,False,13233,13173
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469730,Rhyd-yr-onnen,edit,JJMC89 bot III,enwiki,unknown,True,103,102
True,"[[:Rhyd-yr-onnen]] added to category, [[Special:WhatLinksHere/Rhyd-yr-onnen|this page is included within other pages]]",en.wikipedia.org,14,1605469730,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,"[[:Rhyd-yr-onnen]] removed from category, [[Special:WhatLinksHere/Rhyd-yr-onnen|this page is included within other pages]]",en.wikipedia.org,14,1605469730,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469737,Tarrenhendre,edit,JJMC89 bot III,enwiki,unknown,True,2027,2026
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469732,Rhydyronen railway station,edit,JJMC89 bot III,enwiki,unknown,True,7367,7366
True,[[:Tarrenhendre]] added to category,en.wikipedia.org,14,1605469737,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469735,River Dysynni,edit,JJMC89 bot III,enwiki,unknown,True,4958,4957
True,"[[:Rhydyronen railway station]] added to category, [[Special:WhatLinksHere/Rhydyronen railway station|this page is included within other pages]]",en.wikipedia.org,14,1605469732,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469741,Category:Dolgoch,edit,JJMC89 bot III,enwiki,unknown,True,183,182
True,"[[:Rhydyronen railway station]] removed from category, [[Special:WhatLinksHere/Rhydyronen railway station|this page is included within other pages]]",en.wikipedia.org,14,1605469732,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Dolgoch]] added to category,en.wikipedia.org,14,1605469741,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Dolgoch]] removed from category,en.wikipedia.org,14,1605469741,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,merged to  [[:Palm nut soup]] & redirected,en.wikipedia.org,0,1605469734,Mbanga soup,edit,DGG,enwiki,unknown,False,1195,55
True,[[:Tarrenhendre]] removed from category,en.wikipedia.org,14,1605469737,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,/* Bibliography */,en.wikipedia.org,0,1605469735,Haider Qureshi,edit,Upig71,enwiki,unknown,False,9452,9273
False,,en.wikipedia.org,0,1605469735,Ray Clemence,edit,Paulyb58,enwiki,unknown,False,21533,21538
False,"Reverted 1 edit by [[Special:Contributions/79.21.94.39|79.21.94.39]] ([[User talk:79.21.94.39|talk]]): Block evasion, unsourced",en.wikipedia.org,0,1605469743,Wheel Squad,edit,IanDBeacon,enwiki,unknown,False,9891,9874
True,"[[:River Dysynni]] added to category, [[Special:WhatLinksHere/River Dysynni|this page is included within other pages]]",en.wikipedia.org,14,1605469735,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,Moving [[:Category:Bryn-crug]] to [[:Category:Bryncrug]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469739,Ynysymaengwyn,edit,JJMC89 bot III,enwiki,unknown,True,14146,14145
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,14,1605469743,Category:Isle of Raasay,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
True,"[[:River Dysynni]] removed from category, [[Special:WhatLinksHere/River Dysynni|this page is included within other pages]]",en.wikipedia.org,14,1605469735,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,15,1605469744,Category talk:Isle of Raasay,log,JJMC89 bot III,enwiki,move,unknown,-999,-999
True,Category moved,en.wikipedia.org,14,1605469745,Category:Raasay,edit,JJMC89 bot III,enwiki,unknown,True,602,263
True,[[:Category:Raasay]] removed from category,en.wikipedia.org,14,1605469745,Category:Categories for speedy renaming,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Raasay]] removed from category,en.wikipedia.org,14,1605469745,Category:Categories for discussion from November 2020,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,[[:Category:Raasay]] removed from category,en.wikipedia.org,14,1605469745,Category:All categories for discussion,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,"[[:Ynysymaengwyn]] added to category, [[Special:WhatLinksHere/Ynysymaengwyn|this page is included within other pages]]",en.wikipedia.org,14,1605469739,Category:Bryncrug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,,en.wikipedia.org,0,1605469743,Hacienda Riquelme Golf Resort,edit,Stewart Stuart,enwiki,unknown,True,15919,15919
True,"[[:Ynysymaengwyn]] removed from category, [[Special:WhatLinksHere/Ynysymaengwyn|this page is included within other pages]]",en.wikipedia.org,14,1605469739,Category:Bryn-crug,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,"[[:Hacienda Riquelme Golf Resort]] removed from category, [[Special:WhatLinksHere/Hacienda Riquelme Golf Resort|this page is included within other pages]]",en.wikipedia.org,14,1605469743,Category:Pages with malformed coordinate tags,categorize,Stewart Stuart,enwiki,unknown,unknown,-999,-999
False,TheRealSocialDuchess,en.wikipedia.org,0,1605469748,TheRealSocialDuchess,edit,Kyiran Johnson,enwiki,unknown,False,575,599
True,Moving [[:Category:Isle of Raasay]] to [[:Category:Raasay]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469751,"Arnish, Raasay",edit,JJMC89 bot III,enwiki,unknown,True,149,141
True,Moving [[:Category:Isle of Raasay]] to [[:Category:Raasay]] per [[Wikipedia:Categories for discussion/Speedy]],en.wikipedia.org,0,1605469747,Raasay,edit,JJMC89 bot III,enwiki,unknown,True,40804,40796
True,"[[:Arnish, Raasay]] added to category",en.wikipedia.org,14,1605469751,Category:Raasay,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
True,"[[:Arnish, Raasay]] removed from category",en.wikipedia.org,14,1605469751,Category:Isle of Raasay,categorize,JJMC89 bot III,enwiki,unknown,unknown,-999,-999
False,Correction of PPP leader,en.wikipedia.org,0,1605469749,2020 Gilgit-Baltistan Assembly election,edit,Saad Ali Khan Pakistan,enwiki,unknown,True,35595,35596
False,,en.wikipedia.org,2,1605469755,User:Birdienest81/sandbox eleven,edit,Birdienest81,enwiki,unknown,False,26581,26621
False,/* The Tonight Show */,en.wikipedia.org,0,1605469756,Rich Little,edit,76.10.140.101,enwiki,unknown,False,30707,30743
